acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,roll,pitch,yaw,elbow_stability,scapular_hiking,trunk_compensation
1.802481323397697,-0.3743793732597905,-0.08917184169498,0.28223411092238726,0.3772033522827157,0.04255531892409527,0.42870442714629425,-1.0616216622955064,1.3277624571240083,1,0,0
1.1590294461852058,1.1752282664016338,-1.3135958848793488,1.8864048475088582,0.48753265222918735,-1.1973773919615072,0.9494732467210024,0.373695280691108,0.06148076602096979,1,0,0
0.48877817954773295,0.6361190567761645,-0.37031790058754804,-0.8254521950990925,0.7875231994334366,1.321280356440706,0.61520940549492,-2.346916709674056,1.8685424850889532,1,0,1
0.2059770672137334,-1.7943724459880102,1.8828291923223992,-0.8789422199648232,-0.11253806728766765,-0.9368037381461308,-1.2909756908540302,1.6588347604498628,0.3305626293435688,0,1,1
-0.4774674973108612,-0.6476880623103347,-0.6066528548701824,1.0470899459715888,-0.04819660884460015,-0.4061850910245084,-1.41657776619022,-0.680913981247902,0.14339342734966318,0,0,0
0.439991090205487,-0.04820049109516447,1.0209235371472003,-0.8380812701767711,-0.3318908859519629,-0.9799308371532872,0.25525259836017716,-1.2857572796140098,0.18141801952732492,1,1,0
1.2750073593801785,1.356326915587663,-0.28333302110008285,-0.24825539948206354,-0.09804570634125656,1.949999367993026,0.8189991257569323,-0.8293189784903627,0.1922255748301501,1,0,1
1.646702575317631,0.4006012671448874,-0.3664011283348695,-0.5624545601240576,-1.571371322198454,-1.338345604926838,-0.2095908537442969,0.39620712898739496,-0.1171519635736427,1,0,1
-0.7814629168219275,-0.2772566179206829,0.6634214235725737,-0.6440815476023272,-0.6404174938952333,-1.5166937368506477,-0.44951535881121796,-1.458312282459053,1.154618239413647,0,1,1
-1.9515167135950116,1.3641815246024276,-0.9107509688366542,-0.47823352966153015,-0.04424584596071847,1.2833279218259563,-0.43778170867705296,-0.6710034793561199,0.11454584402482013,1,0,0
-1.4264250558302256,-0.05294758193006527,0.24027983859182364,-2.2964600786266596,0.23029176821155067,-0.18018335873170785,-0.09274645108940646,0.039325259197211714,-1.0151934597774628,0,1,1
-1.5036701996094477,-0.9393293938369746,0.6377214693453256,0.5176589670369358,-0.7809027935396725,-1.5650297621809952,0.5594922561745655,-1.508499511896549,-0.7456094933846494,0,0,1
-0.992390401354248,-1.1271602748850693,-1.430696706091757,0.7012269624336596,0.9958010592260647,0.12105313764247148,-0.3343314752289727,-0.610850637284168,-1.4715133995062397,1,0,1
0.5488761904840542,1.4443428312581277,0.1646908468049817,0.7253650908315566,-0.14403240569803674,-0.5861829119524083,1.6752393692268932,0.16105503270834753,0.038728794435920436,1,1,0
1.984633349069474,0.08923976054440695,-1.756071939232041,0.057371875995383945,-0.7955412005419383,-0.12048341543598504,-0.13734279547371822,-2.0406235400650465,1.3181694607765733,1,0,0
0.6888382855487466,0.9030360407731994,1.363104144591479,0.0491825505257892,0.3376883720197873,-0.8238843259352749,-0.19135059479638583,1.508069406393813,0.766348159119353,0,0,0
0.7558841471014222,1.522317267358606,1.3925371112670692,1.6044937362596192,-0.6024706498839991,1.0876930904987674,-0.41369849235826023,1.7806583458525387,-1.2031231142696557,1,1,0
-1.7178317671443857,0.26725664793205184,-2.361638570646942,-0.10246016857315546,-0.10872954535488698,2.531664901402723,1.16011946088983,0.3372495929335437,0.19454656867317072,1,0,1
0.3746399610963358,0.14884014086992226,-0.5750255572063975,-0.716439208873761,0.36470994705919635,0.7975843016155715,1.0342235889576745,-0.8367120620459936,0.239963500064294,1,1,0
2.682534634678293,-0.6930840868510001,-0.7080158876019667,-1.5972035284455448,-1.2084632496340246,-1.6563849641330626,0.1758288847597056,0.5160029619215132,1.1078637559575832,1,0,1
